Ngram,Frequency
"('connecticut', 'historical')",1
"('historical', 'societymuseum')",1
"('societymuseum', 'and')",1
"('statesville', 'nc')",1
"('clemson', 'univ')",1
"('univ', 'sc')",1
"('arkansas', 'commission')",1
"('on', 'law')",1
"('law', 'enforcement')",1
"('enforcement', 'standards')",1
"('standards', 'and')",1
"('training', 'note')",1
"('coliseum', 'boulevard')",1
"('boulevard', 'plume')",1
"('plume', 'cbp')",1
"('cbp', 'an')",1
"('an', 'area')",1
"('area', 'in')",1
"('in', 'montgomery')",1
"('montgomery', 'alabama')",1
"('alabama', 'where')",1
"('where', 'the')",1
"('groundwater', 'feet')",1
"('feet', 'below')",1
"('below', 'land')",1
"('land', 'surface')",1
"('surface', 'contains')",1
"('contains', 'trichloroethylene')",1
"('trichloroethylene', 'tce')",1
"('tce', 'investigation')",1
"('investigation', 'management')",1
"('management', 'and')",1
"('and', 'cleanup')",1
"('cleanup', 'of')",1
"('groundwater', 'is')",1
"('is', 'being')",1
"('being', 'conducted')",1
"('conducted', 'by')",1
"('the', 'httpswwwdotstatealus')",1
"('httpswwwdotstatealus', 'alabama')",1
"('transportation', 'aldot')",1
"('aldot', 'note')",1
"('for', 'colorado')",1
"('colorado', 'note')",1
"('colorado', 'lottery')",1
"('colorado', 'no')",1
"('no', 'call')",1
"('call', 'program')",1
"('program', 'a')",1
"('a', 'private')",1
"('private', 'company')",1
"('company', 'data')",1
"('data', 'protection')",1
"('protection', 'group')",1
"('group', 'operates')",1
"('operates', 'this')",1
"('site', 'under')",1
"('under', 'contract')",1
"('contract', 'with')",1
"('the', 'colorado')",1
"('colorado', 'public')",1
"('upper', 'colorado')",1
"('colorado', 'river')",1
"('river', 'endangered')",1
"('endangered', 'fish')",1
"('fish', 'recovery')",1
"('recovery', 'program')",1
"('program', 'us')",1
"('us', 'fish')",1
"('wildlife', 'service')",1
"('carolina', 'dot')",1
"('dot', 'complete')",1
"('complete', 'streets')",1
"('streets', 'note')",1
"('correction', 'enterprises')",1
"('enterprises', 'north')",1
"('louisiana', 'crawfish')",1
"('crawfish', 'promotion')",1
"('and', 'research')",1
"('research', 'board')",1
"('board', 'lcprb')",1
"('lcprb', 'note')",1
"('georgia', 'superior')",1
"('superior', 'courts')",1
"('state', 'treasury')",1
"('treasury', 'unclaimed')",1
"('property', 'owners')",1
"('owners', 'list')",1
"('list', 'note')",1
"('for', 'technology')",1
"('technology', 'at')",1
"('at', 'the')",1
"('the', 'university')",1
"('university', 'at')",1
"('at', 'albany')",1
"('albany', 'state')",1
"('connecticut', 'lottery')",1
"('for', 'connecticut')",1
"('connecticut', 'note')",1
"('il', 'secretary')",1
"('delaware', 'national')",1
"('of', 'employment')",1
"('employment', 'security')",1
"('security', 'des')",1
"('des', 'nc')",1
"('commerce', 'ncc')",1
"('ncc', 'note')",1
"('massachusetts', 'jobquest')",1
"('jobquest', 'massachusetts')",1
"('massachusetts', 'deparment')",1
"('deparment', 'of')",1
"('of', 'career')",1
"('career', 'services')",1
"('repository', 'the')",1
"('repository', 'is')",1
"('is', 'one')",1
"('one', 'of')",1
"('of', 'several')",1
"('several', 'services')",1
"('services', 'of')",1
"('the', 'maine')",1
"('library', 'to')",1
"('facilitate', 'digitization')",1
"('digitization', 'of')",1
"('of', 'and')",1
"('and', 'enhanced')",1
"('enhanced', 'access')",1
"('to', 'collections')",1
"('collections', 'related')",1
"('related', 'to')",1
"('to', 'maine')",1
"('history', 'genealogy')",1
"('genealogy', 'culture')",1
"('and', 'government')",1
"('government', 'the')",1
"('the', 'repository')",1
"('repository', 'was')",1
"('was', 'designed')",1
"('to', 'host')",1
"('host', 'a')",1
"('of', 'media')",1
"('media', 'including')",1
"('including', 'books')",1
"('books', 'images')",1
"('images', 'maps')",1
"('maps', 'and')",1
"('and', 'documents')",1
"('documents', 'as')",1
"('as', 'well')",1
"('well', 'as')",1
"('as', 'audio')",1
"('audio', 'and')",1
"('and', 'video')",1
"('video', 'collections')",1
"('collections', 'note')",1
"('for', 'ohio')",1
"('of', 'motor')",1
"('motor', 'vehicles')",1
"('vehicles', 'note')",1
"('samoa', 'department')",1
"('driving', 'corridor')",1
"('corridor', 'planning')",1
"('planning', 'and')",1
"('and', 'finance')",1
"('finance', 'study')",1
"('study', 'website')",1
"('website', 'north')",1
"('transportation', 'ncdot')",1
"('ncdot', 'note')",1
"('wisconsin', 'national')",1
"('guard', 'drug')",1
"('drug', 'control')",1
"('control', 'program')",1
"('myeatsmartmovemorecom', 'is')",1
"('consumer', 'site')",1
"('site', 'and')",1
"('and', 'eatsmartmovemorenccom')",1
"('eatsmartmovemorenccom', 'is')",1
"('the', 'program')",1
"('program', 'site')",1
"('educational', 'communications')",1
"('communications', 'board')",1
"('of', 'wi')",1
"('wi', 'note')",1
"('environmental', 'hearing')",1
"('hearing', 'board')",1
"('board', 'state')",1
"('health', 'officer')",1
"('officer', 'professional')",1
"('professional', 'advisory')",1
"('advisory', 'committee')",1
"('virginia', 'office')",1
"('state', 'longterm')",1
"('longterm', 'care')",1
"('care', 'ombudsman')",1
"('ombudsman', 'note')",1
"('university', 'extensionenergy')",1
"('extensionenergy', 'program')",1
"('the', 'energy')",1
"('energy', 'section')",1
"('section', 'in')",1
"('of', 'energy')",1
"('energy', 'mineral')",1
"('mineral', 'and')",1
"('land', 'resources')",1
"('illinois', 'office')",1
"('environmental', 'help')",1
"('help', 'website')",1
"('nebraska', 'environmental')",1
"('environmental', 'trust')",1
"('this', 'is')",1
"('a', 'site')",1
"('the', 'eastwest')",1
"('eastwest', 'gateway')",1
"('gateway', 'council')",1
"('of', 'government')",1
"('government', 'in')",1
"('the', 'bistate')",1
"('bistate', 'st')",1
"('st', 'louis')",1
"('louis', 'area')",1
"('area', 'note')",1
"('executive', 'action')",1
"('action', 'team')",1
"('team', 'exact')",1
"('exact', 'multilateral')",1
"('multilateral', 'working')",1
"('working', 'group')",1
"('group', 'on')",1
"('on', 'water')",1
"('for', 'washington')",1
"('for', 'georgia')",1
"('georgia', 'note')",1
"('minnesota', 'hosted')",1
"('hosted', 'by')",1
"('by', 'explore')",1
"('explore', 'minnesota')",1
"('minnesota', 'tourism')",1
"('virginia', 'cooperative')",1
"('virginia', 'university')",1
"('illinois', 'extension')",1
"('penn', 'state')",1
"('state', 'extension')",1
"('purdue', 'indiana')",1
"('indiana', 'cooperative')",1
"('of', 'delaware')",1
"('delaware', 'cooperative')",1
"('maine', 'extension')",1
"('minnesota', 'extension')",1
"('of', 'nh')",1
"('nh', 'note')",1
"('of', 'nebraskandashlincoln')",1
"('nebraskandashlincoln', 'extension')",1
"('utah', 'state')",1
"('state', 'family')",1
"('family', 'consumer')",1
"('consumer', 'website')",1
"('women', 'the')",1
"('women', 'is')",1
"('a', 'nonpartisan')",1
"('nonpartisan', 'board')",1
"('board', 'statutorily')",1
"('statutorily', 'created')",1
"('in', 'consisting')",1
"('consisting', 'of')",1
"('of', 'appointed')",1
"('appointed', 'members')",1
"('members', 'the')",1
"('the', 'commission')",1
"('commission', 'is')",1
"('is', 'administratively')",1
"('administratively', 'housed')",1
"('housed', 'in')",1
"('sc', 'film')",1
"('film', 'industry')",1
"('boat', 'commission')",1
"('commission', 'pfbc')",1
"('pfbc', 'note')",1
"('florida', 'lottery')",1
"('florida', 'courts')",1
"('courts', 'the')",1
"('the', 'mission')",1
"('mission', 'of')",1
"('the', 'judicial')",1
"('branch', 'is')",1
"('protect', 'rights')",1
"('rights', 'and')",1
"('and', 'liberties')",1
"('liberties', 'uphold')",1
"('uphold', 'and')",1
"('and', 'interpret')",1
"('interpret', 'the')",1
"('the', 'law')",1
"('law', 'and')",1
"('provide', 'for')",1
"('the', 'peaceful')",1
"('peaceful', 'resolution')",1
"('resolution', 'of')",1
"('of', 'disputes')",1
"('disputes', 'note')",1
"('financial', 'regulation')",1
"('regulation', 'key')",1
"('key', 'function')",1
"('function', 'provides')",1
"('provides', 'regulatory')",1
"('regulatory', 'oversight')",1
"('oversight', 'for')",1
"('for', 'floridas')",1
"('floridas', 'financial')",1
"('services', 'providers')",1
"('providers', 'mission')",1
"('mission', 'to')",1
"('protect', 'the')",1
"('the', 'citizens')",1
"('citizens', 'of')",1
"('florida', 'promote')",1
"('a', 'safe')",1
"('safe', 'and')",1
"('and', 'sound')",1
"('sound', 'financial')",1
"('financial', 'marketplace')",1
"('marketplace', 'and')",1
"('and', 'contribute')",1
"('contribute', 'to')",1
"('the', 'growth')",1
"('floridas', 'economy')",1
"('economy', 'with')",1
"('with', 'smart')",1
"('smart', 'efficient')",1
"('efficient', 'and')",1
"('and', 'effective')",1
"('effective', 'regulation')",1
"('regulation', 'of')",1
"('the', 'financial')",1
"('services', 'industry')",1
"('insurance', 'regulation')",1
"('regulation', 'to')",1
"('to', 'promote')",1
"('a', 'stable')",1
"('stable', 'and')",1
"('and', 'competitive')",1
"('competitive', 'insurance')",1
"('insurance', 'market')",1
"('market', 'for')",1
"('for', 'consumers')",1
"('consumers', 'note')",1
"('florida', 'national')",1
"('counterdrug', 'n')",1
"('n', 'florida')",1
"('florida', 'counterdrup')",1
"('counterdrup', 'program')",1
"('program', 'under')",1
"('under', 'this')",1
"('this', 'authority')",1
"('authority', 'our')",1
"('our', 'office')",1
"('office', 'provides')",1
"('provides', 'oversight')",1
"('oversight', 'of')",1
"('the', 'flarng')",1
"('flarng', 'and')",1
"('and', 'flang')",1
"('flang', 'substance')",1
"('substance', 'abuse')",1
"('abuse', 'prevention')",1
"('prevention', 'programs')",1
"('florida', 'redistricting')",1
"('redistricting', 'website')",1
"('website', 'house')",1
"('house', 'speaker')",1
"('speaker', 'will')",1
"('will', 'weatherford')",1
"('weatherford', 'and')",1
"('and', 'senate')",1
"('senate', 'president')",1
"('president', 'don')",1
"('don', 'gaetz')",1
"('gaetz', 'called')",1
"('called', 'a')",1
"('a', 'special')",1
"('special', 'session')",1
"('session', 'from')",1
"('from', 'august')",1
"('august', 'to')",1
"('to', 'amend')",1
"('amend', 'congressional')",1
"('and', 'consistent')",1
"('consistent', 'with')",1
"('the', 'final')",1
"('final', 'judgment')",1
"('judgment', 'issued')",1
"('issued', 'by')",1
"('the', 'circuit')",1
"('circuit', 'court')",1
"('court', 'in')",1
"('in', 'romo')",1
"('romo', 'v')",1
"('v', 'detzner')",1
"('detzner', 'and')",1
"('to', 'make')",1
"('make', 'conforming')",1
"('conforming', 'changes')",1
"('to', 'districts')",1
"('districts', 'that')",1
"('that', 'are')",1
"('are', 'a')",1
"('a', 'direct')",1
"('direct', 'result')",1
"('result', 'of')",1
"('the', 'changes')",1
"('to', 'congressional')",1
"('and', 'note')",1
"('florida', 'environmental')",1
"('tracking', 'florida')",1
"('health', 'this')",1
"('this', 'web')",1
"('web', 'portal')",1
"('portal', 'was')",1
"('was', 'supported')",1
"('by', 'cooperative')",1
"('cooperative', 'agreement')",1
"('agreement', 'number')",1
"('number', 'ueh')",1
"('ueh', 'from')",1
"('prevention', 'its')",1
"('its', 'contents')",1
"('contents', 'are')",1
"('are', 'solely')",1
"('solely', 'the')",1
"('the', 'responsibility')",1
"('responsibility', 'of')",1
"('the', 'authors')",1
"('authors', 'fl')",1
"('fl', 'tracking')",1
"('tracking', 'team')",1
"('team', 'and')",1
"('and', 'do')",1
"('not', 'necessarily')",1
"('necessarily', 'represent')",1
"('represent', 'the')",1
"('official', 'views')",1
"('views', 'of')",1
"('prevention', 'note')",1
"('floridas', 'unclaimed')",1
"('property', 'florida')",1
"('florida', 'treasure')",1
"('treasure', 'hunt')",1
"('hunt', 'note')",1
"('florida', 'water')",1
"('water', 'permiting')",1
"('permiting', 'portal')",1
"('portal', 'this')",1
"('this', 'portal')",1
"('portal', 'provides')",1
"('provides', 'links')",1
"('to', 'information')",1
"('information', 'about')",1
"('about', 'water')",1
"('water', 'resource')",1
"('resource', 'permitting')",1
"('permitting', 'in')",1
"('in', 'florida')",1
"('florida', 'and')",1
"('and', 'links')",1
"('to', 'dep')",1
"('dep', 'and')",1
"('management', 'districts')",1
"('districts', 'to')",1
"('to', 'n')",1
"('n', 'apply')",1
"('apply', 'for')",1
"('for', 'permits')",1
"('and', 'other')",1
"('other', 'authorizations')",1
"('authorizations', 'including')",1
"('including', 'n')",1
"('n', 'environmental')",1
"('environmental', 'resource')",1
"('resource', 'permits')",1
"('and', 'authorizations')",1
"('authorizations', 'to')",1
"('to', 'use')",1
"('use', 'stateowned')",1
"('stateowned', 'submerged')",1
"('submerged', 'lands')",1
"('lands', 'where')",1
"('where', 'applicable')",1
"('applicable', 'consumptive')",1
"('consumptive', 'and')",1
"('water', 'use')",1
"('use', 'permits')",1
"('permits', 'well')",1
"('well', 'construction')",1
"('construction', 'permits')",1
"('permits', 'works')",1
"('works', 'of')",1
"('district', 'permits')",1
"('permits', 'note')",1
"('the', 'federated')",1
"('federated', 'states')",1
"('states', 'of')",1
"('of', 'micronesia')",1
"('micronesia', 'note')",1
"('georgia', 'national')",1
"('of', 'georgia')",1
"('georgia', 'department')",1
"('georgia', 'lottery')",1
"('ga', 'do')",1
"('not', 'call')",1
"('call', 'list')",1
"('list', 'ga')",1
"('ga', 'dept')",1
"('law', 'consumer')",1
"('protection', 'unit')",1
"('unit', 'note')",1
"('public', 'beta')",1
"('beta', 'domain')",1
"('domain', 'crosslinked')",1
"('crosslinked', 'with')",1
"('with', 'gasdfus')",1
"('gasdfus', 'email')",1
"('force', 'email')",1
"('domain', 'referenced')",1
"('on', 'httpsdirectorydoasgagov')",1
"('httpsdirectorydoasgagov', 'not')",1
"('not', 'in')",1
"('in', 'use')",1
"('use', 'as')",1
"('public', 'website')",1
"('gear', 'up')",1
"('up', 'mississippi')",1
"('mississippi', 'operates')",1
"('operates', 'as')",1
"('as', 'part')",1
"('the', 'institutions')",1
"('institutions', 'of')",1
"('higher', 'learning')",1
"('learning', 'office')",1
"('of', 'academic')",1
"('academic', 'and')",1
"('student', 'affairs')",1
"('affairs', 'in')",1
"('the', 'mississippi')",1
"('education', 'state')",1
"('and', 'junior')",1
"('junior', 'colleges')",1
"('colleges', 'and')",1
"('national', 'partners')",1
"('partners', 'funding')",1
"('funding', 'is')",1
"('is', 'provided')",1
"('provided', 'by')",1
"('states', 'department')",1
"('lousiana', 'national')",1
"('mexico', 'bureau')",1
"('of', 'geology')",1
"('geology', 'mineral')",1
"('mineral', 'resources')",1
"('georgia', 'civil')",1
"('war', 'commission')",1
"('georgia', 'fiscal')",1
"('fiscal', 'management')",1
"('management', 'council')",1
"('georgia', 'trust')",1
"('trust', 'preservation')",1
"('preservation', 'committee')",1
"('emergency', 'preparedness')",1
"('preparedness', 'note')",1
"('oregon', 'student')",1
"('student', 'access')",1
"('access', 'commission')",1
"('ga', 'national')",1
"('national', 'fair')",1
"('fair', 'grounds')",1
"('grounds', 'and')",1
"('and', 'agricenter')",1
"('agricenter', 'note')",1
"('georgia', 'commission')",1
"('on', 'dispute')",1
"('dispute', 'resolution')",1
"('resolution', 'note')",1
"('hawaii', 'tourism')",1
"('tourism', 'authority')",1
"('authority', 'travel')",1
"('for', 'hawaii')",1
"('hawaii', 'note')",1
"('boat', 'commissions')",1
"('commissions', 'outdoor')",1
"('outdoor', 'shop')",1
"('shop', 'note')",1
"('agriculture', 'goodness')",1
"('goodness', 'grows')",1
"('grows', 'in')",1
"('in', 'nc')",1
"('nc', 'north')",1
"('agriculture', 'consumer')",1
"('nc', 'festival')",1
"('festival', 'a')",1
"('a', 'production')",1
"('production', 'of')",1
"('protection', 'division')",1
"('arkansas', 'attorney')",1
"('attorney', 'generals')",1
"('generals', 'office')",1
"('and', 'lt')",1
"('lt', 'governor')",1
"('governor', 'commonwealth')",1
"('islands', 'plus')",1
"('plus', 'govmp')",1
"('govmp', 'pattern')",1
"('for', 'other')",1
"('other', 'government')",1
"('government', 'websites')",1
"('govpr', 'pattern')",1
"('for', 'several')",1
"('several', 'puerto')",1
"('puerto', 'rican')",1
"('rican', 'government')",1
"('as', 'httpswwwgooglecomqsitegovpr')",1
"('httpswwwgooglecomqsitegovpr', 'note')",1
"('govvi', 'pattern')",1
"('for', 'virgin')",1
"('virgin', 'island')",1
"('island', 'government')",1
"('government', 'sites')",1
"('virginia', 'correctional')",1
"('correctional', 'enterprises')",1
"('enterprises', 'a')",1
"('a', 'department')",1
"('of', 'corrections')",1
"('corrections', 'work')",1
"('work', 'program')",1
"('program', 'to')",1
"('to', 'produce')",1
"('produce', 'goods')",1
"('goods', 'and')",1
"('services', 'for')",1
"('for', 'agencies')",1
"('agencies', 'of')",1
"('governor', 'phil')",1
"('phil', 'bryant')",1
"('bryant', 'mississippis')",1
"('mississippis', 'th')",1
"('th', 'governor')",1
"('governor', 'morehead')",1
"('morehead', 'school')",1
"('of', 'group')",1
"('group', 'benefits')",1
"('benefits', 'state')",1
"('georgia', 'student')",1
"('student', 'finance')",1
"('guam', 'attorney')",1
"('guam', 'legislature')",1
"('guam', 'department')",1
"('revenue', 'and')",1
"('and', 'taxation')",1
"('taxation', 'note')",1
"('washington', 'dairy')",1
"('dairy', 'products')",1
"('products', 'commission')",1
"('of', 'hoffman')",1
"('hoffman', 'estates')",1
"('estates', 'il')",1
"('il', 'note')",1
"('minnesota', 'house')",1
"('house', 'of')",1
"('of', 'representatives')",1
"('representatives', 'note')",1
"('society', 'of')",1
"('state', 'humanities')",1
"('humanities', 'and')",1
"('services', 'online')",1
"('online', 'note')",1
"('technology', 'development')",1
"('development', 'corporation')",1
